region,småvilt,statistikkvariabel,intervall (år),value
Gulen (-2019),Nøtteskrike,Felte småvilt,2023-2024,0.0
Gulen (-2019),Gråtrost,Felte småvilt,2023-2024,0.0
Gulen (-2019),Fasan,Felte småvilt,2023-2024,0.0
Gulen (-2019),Rugde,Felte småvilt,2023-2024,0.0
Gulen (-2019),Enkeltbekkasin,Felte småvilt,2023-2024,0.0
Gulen (-2019),Stokkand,Felte småvilt,2023-2024,0.0
Gulen (-2019),Krikkand,Felte småvilt,2023-2024,0.0
Gulen (-2019),Brunnakke,Felte småvilt,2023-2024,0.0
Gulen (-2019),Kvinand,Felte småvilt,2023-2024,0.0
Gulen (-2019),Siland,Felte småvilt,2023-2024,0.0
Gulen (-2019),Toppand,Felte småvilt,2023-2024,0.0
Gulen (-2019),Ærfugl,Felte småvilt,2023-2024,0.0
Gulen (-2019),Laksand,Felte småvilt,2023-2024,0.0
Gulen (-2019),Svartand,Felte småvilt,2023-2024,0.0
Gulen (-2019),Knoppand/moskusand,Felte småvilt,2023-2024,0.0
Gulen (-2019),Mandarinand,Felte småvilt,2023-2024,0.0
Gulen (-2019),Stivhaleand,Felte småvilt,2023-2024,0.0
Gulen (-2019),Grågås,Felte småvilt,2023-2024,0.0
Gulen (-2019),Kanadagås,Felte småvilt,2023-2024,0.0
Gulen (-2019),Kortnebbgås,Felte småvilt,2023-2024,0.0
Gulen (-2019),Stripegås,Felte småvilt,2023-2024,0.0
Gulen (-2019),Toppskarv,Felte småvilt,2023-2024,0.0
Gulen (-2019),Storskarv,Felte småvilt,2023-2024,0.0
Gulen (-2019),Bever,Felte småvilt,2023-2024,0.0
Gulen (-2019),Bisam,Felte småvilt,2023-2024,0.0
Gulen (-2019),Hare,Felte småvilt,2023-2024,0.0
Gulen (-2019),Sørhare,Felte småvilt,2023-2024,0.0
Gulen (-2019),Viltlevende kanin,Felte småvilt,2023-2024,0.0
Gulen (-2019),Ekorn,Felte småvilt,2023-2024,0.0
Gulen (-2019),Rødrev,Felte småvilt,2023-2024,0.0
Gulen (-2019),Grevling,Felte småvilt,2023-2024,0.0
Gulen (-2019),Villmink,Felte småvilt,2023-2024,0.0
Gulen (-2019),Mår,Felte småvilt,2023-2024,0.0
Gulen (-2019),Mårhund,Felte småvilt,2023-2024,0.0
Gulen (-2019),Vaskebjørn,Felte småvilt,2023-2024,0.0
Gulen (-2019),Røyskatt,Felte småvilt,2023-2024,0.0
Solund (-2019),I alt,Felte småvilt,2023-2024,0.0
Solund (-2019),Storfugl,Felte småvilt,2023-2024,0.0
Solund (-2019),Orrfugl,Felte småvilt,2023-2024,0.0
Solund (-2019),Lirype,Felte småvilt,2023-2024,0.0
Solund (-2019),Fjellrype,Felte småvilt,2023-2024,0.0
Solund (-2019),Jerpe,Felte småvilt,2023-2024,0.0
Solund (-2019),Ringdue,Felte småvilt,2023-2024,0.0
Solund (-2019),Ravn,Felte småvilt,2023-2024,0.0
Solund (-2019),Kråke,Felte småvilt,2023-2024,0.0
Solund (-2019),Skjære,Felte småvilt,2023-2024,0.0
Solund (-2019),Nøtteskrike,Felte småvilt,2023-2024,0.0
Solund (-2019),Gråtrost,Felte småvilt,2023-2024,0.0
Solund (-2019),Fasan,Felte småvilt,2023-2024,0.0
Solund (-2019),Rugde,Felte småvilt,2023-2024,0.0
Solund (-2019),Enkeltbekkasin,Felte småvilt,2023-2024,0.0
Solund (-2019),Stokkand,Felte småvilt,2023-2024,0.0
Solund (-2019),Krikkand,Felte småvilt,2023-2024,0.0
Solund (-2019),Brunnakke,Felte småvilt,2023-2024,0.0
Solund (-2019),Kvinand,Felte småvilt,2023-2024,0.0
Solund (-2019),Siland,Felte småvilt,2023-2024,0.0
Solund (-2019),Toppand,Felte småvilt,2023-2024,0.0
Solund (-2019),Ærfugl,Felte småvilt,2023-2024,0.0
Solund (-2019),Laksand,Felte småvilt,2023-2024,0.0
Solund (-2019),Svartand,Felte småvilt,2023-2024,0.0
Solund (-2019),Knoppand/moskusand,Felte småvilt,2023-2024,0.0
Solund (-2019),Mandarinand,Felte småvilt,2023-2024,0.0
Solund (-2019),Stivhaleand,Felte småvilt,2023-2024,0.0
Solund (-2019),Grågås,Felte småvilt,2023-2024,0.0
Solund (-2019),Kanadagås,Felte småvilt,2023-2024,0.0
Solund (-2019),Kortnebbgås,Felte småvilt,2023-2024,0.0
Solund (-2019),Stripegås,Felte småvilt,2023-2024,0.0
Solund (-2019),Toppskarv,Felte småvilt,2023-2024,0.0
Solund (-2019),Storskarv,Felte småvilt,2023-2024,0.0
Solund (-2019),Bever,Felte småvilt,2023-2024,0.0
Solund (-2019),Bisam,Felte småvilt,2023-2024,0.0
Solund (-2019),Hare,Felte småvilt,2023-2024,0.0
Solund (-2019),Sørhare,Felte småvilt,2023-2024,0.0
Solund (-2019),Viltlevende kanin,Felte småvilt,2023-2024,0.0
Solund (-2019),Ekorn,Felte småvilt,2023-2024,0.0
Solund (-2019),Rødrev,Felte småvilt,2023-2024,0.0
Solund (-2019),Grevling,Felte småvilt,2023-2024,0.0
Solund (-2019),Villmink,Felte småvilt,2023-2024,0.0
Solund (-2019),Mår,Felte småvilt,2023-2024,0.0
Solund (-2019),Mårhund,Felte småvilt,2023-2024,0.0
Solund (-2019),Vaskebjørn,Felte småvilt,2023-2024,0.0
Solund (-2019),Røyskatt,Felte småvilt,2023-2024,0.0
Hyllestad (-2019),I alt,Felte småvilt,2023-2024,0.0
Hyllestad (-2019),Storfugl,Felte småvilt,2023-2024,0.0
Hyllestad (-2019),Orrfugl,Felte småvilt,2023-2024,0.0
Hyllestad (-2019),Lirype,Felte småvilt,2023-2024,0.0
Hyllestad (-2019),Fjellrype,Felte småvilt,2023-2024,0.0
Hyllestad (-2019),Jerpe,Felte småvilt,2023-2024,0.0
Hyllestad (-2019),Ringdue,Felte småvilt,2023-2024,0.0
Hyllestad (-2019),Ravn,Felte småvilt,2023-2024,0.0
Hyllestad (-2019),Kråke,Felte småvilt,2023-2024,0.0
Hyllestad (-2019),Skjære,Felte småvilt,2023-2024,0.0
Hyllestad (-2019),Nøtteskrike,Felte småvilt,2023-2024,0.0
Hyllestad (-2019),Gråtrost,Felte småvilt,2023-2024,0.0
Hyllestad (-2019),Fasan,Felte småvilt,2023-2024,0.0
Hyllestad (-2019),Rugde,Felte småvilt,2023-2024,0.0
Hyllestad (-2019),Enkeltbekkasin,Felte småvilt,2023-2024,0.0
Hyllestad (-2019),Stokkand,Felte småvilt,2023-2024,0.0
Hyllestad (-2019),Krikkand,Felte småvilt,2023-2024,0.0
Hyllestad (-2019),Brunnakke,Felte småvilt,2023-2024,0.0
Hyllestad (-2019),Kvinand,Felte småvilt,2023-2024,0.0
Hyllestad (-2019),Siland,Felte småvilt,2023-2024,0.0
Hyllestad (-2019),Toppand,Felte småvilt,2023-2024,0.0
Hyllestad (-2019),Ærfugl,Felte småvilt,2023-2024,0.0
Hyllestad (-2019),Laksand,Felte småvilt,2023-2024,0.0
Hyllestad (-2019),Svartand,Felte småvilt,2023-2024,0.0
Hyllestad (-2019),Knoppand/moskusand,Felte småvilt,2023-2024,0.0
Hyllestad (-2019),Mandarinand,Felte småvilt,2023-2024,0.0
Hyllestad (-2019),Stivhaleand,Felte småvilt,2023-2024,0.0
Hyllestad (-2019),Grågås,Felte småvilt,2023-2024,0.0
Hyllestad (-2019),Kanadagås,Felte småvilt,2023-2024,0.0
Hyllestad (-2019),Kortnebbgås,Felte småvilt,2023-2024,0.0
Hyllestad (-2019),Stripegås,Felte småvilt,2023-2024,0.0
Hyllestad (-2019),Toppskarv,Felte småvilt,2023-2024,0.0
Hyllestad (-2019),Storskarv,Felte småvilt,2023-2024,0.0
Hyllestad (-2019),Bever,Felte småvilt,2023-2024,0.0
Hyllestad (-2019),Bisam,Felte småvilt,2023-2024,0.0
Hyllestad (-2019),Hare,Felte småvilt,2023-2024,0.0
Hyllestad (-2019),Sørhare,Felte småvilt,2023-2024,0.0
Hyllestad (-2019),Viltlevende kanin,Felte småvilt,2023-2024,0.0
Hyllestad (-2019),Ekorn,Felte småvilt,2023-2024,0.0
Hyllestad (-2019),Rødrev,Felte småvilt,2023-2024,0.0
Hyllestad (-2019),Grevling,Felte småvilt,2023-2024,0.0
Hyllestad (-2019),Villmink,Felte småvilt,2023-2024,0.0
Hyllestad (-2019),Mår,Felte småvilt,2023-2024,0.0
Hyllestad (-2019),Mårhund,Felte småvilt,2023-2024,0.0
Hyllestad (-2019),Vaskebjørn,Felte småvilt,2023-2024,0.0
Hyllestad (-2019),Røyskatt,Felte småvilt,2023-2024,0.0
Høyanger (1964-2019),I alt,Felte småvilt,2023-2024,0.0
Høyanger (1964-2019),Storfugl,Felte småvilt,2023-2024,0.0
Høyanger (1964-2019),Orrfugl,Felte småvilt,2023-2024,0.0
Høyanger (1964-2019),Lirype,Felte småvilt,2023-2024,0.0
Høyanger (1964-2019),Fjellrype,Felte småvilt,2023-2024,0.0
Høyanger (1964-2019),Jerpe,Felte småvilt,2023-2024,0.0
Høyanger (1964-2019),Ringdue,Felte småvilt,2023-2024,0.0
Høyanger (1964-2019),Ravn,Felte småvilt,2023-2024,0.0
Høyanger (1964-2019),Kråke,Felte småvilt,2023-2024,0.0
Høyanger (1964-2019),Skjære,Felte småvilt,2023-2024,0.0
Høyanger (1964-2019),Nøtteskrike,Felte småvilt,2023-2024,0.0
Høyanger (1964-2019),Gråtrost,Felte småvilt,2023-2024,0.0
Høyanger (1964-2019),Fasan,Felte småvilt,2023-2024,0.0
Høyanger (1964-2019),Rugde,Felte småvilt,2023-2024,0.0
Høyanger (1964-2019),Enkeltbekkasin,Felte småvilt,2023-2024,0.0
Høyanger (1964-2019),Stokkand,Felte småvilt,2023-2024,0.0
Høyanger (1964-2019),Krikkand,Felte småvilt,2023-2024,0.0
Høyanger (1964-2019),Brunnakke,Felte småvilt,2023-2024,0.0
Høyanger (1964-2019),Kvinand,Felte småvilt,2023-2024,0.0
Høyanger (1964-2019),Siland,Felte småvilt,2023-2024,0.0
Høyanger (1964-2019),Toppand,Felte småvilt,2023-2024,0.0
Høyanger (1964-2019),Ærfugl,Felte småvilt,2023-2024,0.0
Høyanger (1964-2019),Laksand,Felte småvilt,2023-2024,0.0
Høyanger (1964-2019),Svartand,Felte småvilt,2023-2024,0.0
Høyanger (1964-2019),Knoppand/moskusand,Felte småvilt,2023-2024,0.0
Høyanger (1964-2019),Mandarinand,Felte småvilt,2023-2024,0.0
Høyanger (1964-2019),Stivhaleand,Felte småvilt,2023-2024,0.0
Høyanger (1964-2019),Grågås,Felte småvilt,2023-2024,0.0
Høyanger (1964-2019),Kanadagås,Felte småvilt,2023-2024,0.0
Høyanger (1964-2019),Kortnebbgås,Felte småvilt,2023-2024,0.0
Høyanger (1964-2019),Stripegås,Felte småvilt,2023-2024,0.0
Høyanger (1964-2019),Toppskarv,Felte småvilt,2023-2024,0.0
Høyanger (1964-2019),Storskarv,Felte småvilt,2023-2024,0.0
Høyanger (1964-2019),Bever,Felte småvilt,2023-2024,0.0
Høyanger (1964-2019),Bisam,Felte småvilt,2023-2024,0.0
Høyanger (1964-2019),Hare,Felte småvilt,2023-2024,0.0
Høyanger (1964-2019),Sørhare,Felte småvilt,2023-2024,0.0
Høyanger (1964-2019),Viltlevende kanin,Felte småvilt,2023-2024,0.0
Høyanger (1964-2019),Ekorn,Felte småvilt,2023-2024,0.0
Høyanger (1964-2019),Rødrev,Felte småvilt,2023-2024,0.0
Høyanger (1964-2019),Grevling,Felte småvilt,2023-2024,0.0
Høyanger (1964-2019),Villmink,Felte småvilt,2023-2024,0.0
Høyanger (1964-2019),Mår,Felte småvilt,2023-2024,0.0
Høyanger (1964-2019),Mårhund,Felte småvilt,2023-2024,0.0
Høyanger (1964-2019),Vaskebjørn,Felte småvilt,2023-2024,0.0
Høyanger (1964-2019),Røyskatt,Felte småvilt,2023-2024,0.0
Vik (-2019),I alt,Felte småvilt,2023-2024,0.0
Vik (-2019),Storfugl,Felte småvilt,2023-2024,0.0
Vik (-2019),Orrfugl,Felte småvilt,2023-2024,0.0
Vik (-2019),Lirype,Felte småvilt,2023-2024,0.0
Vik (-2019),Fjellrype,Felte småvilt,2023-2024,0.0
Vik (-2019),Jerpe,Felte småvilt,2023-2024,0.0
Vik (-2019),Ringdue,Felte småvilt,2023-2024,0.0
Vik (-2019),Ravn,Felte småvilt,2023-2024,0.0
Vik (-2019),Kråke,Felte småvilt,2023-2024,0.0
Vik (-2019),Skjære,Felte småvilt,2023-2024,0.0
Vik (-2019),Nøtteskrike,Felte småvilt,2023-2024,0.0
Vik (-2019),Gråtrost,Felte småvilt,2023-2024,0.0
Vik (-2019),Fasan,Felte småvilt,2023-2024,0.0
Vik (-2019),Rugde,Felte småvilt,2023-2024,0.0
Vik (-2019),Enkeltbekkasin,Felte småvilt,2023-2024,0.0
Vik (-2019),Stokkand,Felte småvilt,2023-2024,0.0
Vik (-2019),Krikkand,Felte småvilt,2023-2024,0.0
Vik (-2019),Brunnakke,Felte småvilt,2023-2024,0.0
Vik (-2019),Kvinand,Felte småvilt,2023-2024,0.0
Vik (-2019),Siland,Felte småvilt,2023-2024,0.0
Vik (-2019),Toppand,Felte småvilt,2023-2024,0.0
Vik (-2019),Ærfugl,Felte småvilt,2023-2024,0.0
Vik (-2019),Laksand,Felte småvilt,2023-2024,0.0
Vik (-2019),Svartand,Felte småvilt,2023-2024,0.0
Vik (-2019),Knoppand/moskusand,Felte småvilt,2023-2024,0.0
Vik (-2019),Mandarinand,Felte småvilt,2023-2024,0.0
Vik (-2019),Stivhaleand,Felte småvilt,2023-2024,0.0
Vik (-2019),Grågås,Felte småvilt,2023-2024,0.0
Vik (-2019),Kanadagås,Felte småvilt,2023-2024,0.0
Vik (-2019),Kortnebbgås,Felte småvilt,2023-2024,0.0
Vik (-2019),Stripegås,Felte småvilt,2023-2024,0.0
Vik (-2019),Toppskarv,Felte småvilt,2023-2024,0.0
Vik (-2019),Storskarv,Felte småvilt,2023-2024,0.0
Vik (-2019),Bever,Felte småvilt,2023-2024,0.0
Vik (-2019),Bisam,Felte småvilt,2023-2024,0.0
Vik (-2019),Hare,Felte småvilt,2023-2024,0.0
Vik (-2019),Sørhare,Felte småvilt,2023-2024,0.0
Vik (-2019),Viltlevende kanin,Felte småvilt,2023-2024,0.0
Vik (-2019),Ekorn,Felte småvilt,2023-2024,0.0
Vik (-2019),Rødrev,Felte småvilt,2023-2024,0.0
Vik (-2019),Grevling,Felte småvilt,2023-2024,0.0
Vik (-2019),Villmink,Felte småvilt,2023-2024,0.0
Vik (-2019),Mår,Felte småvilt,2023-2024,0.0
Vik (-2019),Mårhund,Felte småvilt,2023-2024,0.0
Vik (-2019),Vaskebjørn,Felte småvilt,2023-2024,0.0
Vik (-2019),Røyskatt,Felte småvilt,2023-2024,0.0
Balestrand (-2019),I alt,Felte småvilt,2023-2024,0.0
Balestrand (-2019),Storfugl,Felte småvilt,2023-2024,0.0
Balestrand (-2019),Orrfugl,Felte småvilt,2023-2024,0.0
Balestrand (-2019),Lirype,Felte småvilt,2023-2024,0.0
Balestrand (-2019),Fjellrype,Felte småvilt,2023-2024,0.0
Balestrand (-2019),Jerpe,Felte småvilt,2023-2024,0.0
Balestrand (-2019),Ringdue,Felte småvilt,2023-2024,0.0
Balestrand (-2019),Ravn,Felte småvilt,2023-2024,0.0
Balestrand (-2019),Kråke,Felte småvilt,2023-2024,0.0
Balestrand (-2019),Skjære,Felte småvilt,2023-2024,0.0
Balestrand (-2019),Nøtteskrike,Felte småvilt,2023-2024,0.0
Balestrand (-2019),Gråtrost,Felte småvilt,2023-2024,0.0
Balestrand (-2019),Fasan,Felte småvilt,2023-2024,0.0
Balestrand (-2019),Rugde,Felte småvilt,2023-2024,0.0
Balestrand (-2019),Enkeltbekkasin,Felte småvilt,2023-2024,0.0
Balestrand (-2019),Stokkand,Felte småvilt,2023-2024,0.0
Balestrand (-2019),Krikkand,Felte småvilt,2023-2024,0.0
Balestrand (-2019),Brunnakke,Felte småvilt,2023-2024,0.0
Balestrand (-2019),Kvinand,Felte småvilt,2023-2024,0.0
Balestrand (-2019),Siland,Felte småvilt,2023-2024,0.0
Balestrand (-2019),Toppand,Felte småvilt,2023-2024,0.0
Balestrand (-2019),Ærfugl,Felte småvilt,2023-2024,0.0
Balestrand (-2019),Laksand,Felte småvilt,2023-2024,0.0
Balestrand (-2019),Svartand,Felte småvilt,2023-2024,0.0
Balestrand (-2019),Knoppand/moskusand,Felte småvilt,2023-2024,0.0
Balestrand (-2019),Mandarinand,Felte småvilt,2023-2024,0.0
Balestrand (-2019),Stivhaleand,Felte småvilt,2023-2024,0.0
Balestrand (-2019),Grågås,Felte småvilt,2023-2024,0.0
Balestrand (-2019),Kanadagås,Felte småvilt,2023-2024,0.0
Balestrand (-2019),Kortnebbgås,Felte småvilt,2023-2024,0.0
Balestrand (-2019),Stripegås,Felte småvilt,2023-2024,0.0
Balestrand (-2019),Toppskarv,Felte småvilt,2023-2024,0.0
Balestrand (-2019),Storskarv,Felte småvilt,2023-2024,0.0
Balestrand (-2019),Bever,Felte småvilt,2023-2024,0.0
Balestrand (-2019),Bisam,Felte småvilt,2023-2024,0.0
Balestrand (-2019),Hare,Felte småvilt,2023-2024,0.0
Balestrand (-2019),Sørhare,Felte småvilt,2023-2024,0.0
Balestrand (-2019),Viltlevende kanin,Felte småvilt,2023-2024,0.0
Balestrand (-2019),Ekorn,Felte småvilt,2023-2024,0.0
Balestrand (-2019),Rødrev,Felte småvilt,2023-2024,0.0
Balestrand (-2019),Grevling,Felte småvilt,2023-2024,0.0
Balestrand (-2019),Villmink,Felte småvilt,2023-2024,0.0
Balestrand (-2019),Mår,Felte småvilt,2023-2024,0.0
Balestrand (-2019),Mårhund,Felte småvilt,2023-2024,0.0
Balestrand (-2019),Vaskebjørn,Felte småvilt,2023-2024,0.0
Balestrand (-2019),Røyskatt,Felte småvilt,2023-2024,0.0
Leikanger (-2019),I alt,Felte småvilt,2023-2024,0.0
Leikanger (-2019),Storfugl,Felte småvilt,2023-2024,0.0
Leikanger (-2019),Orrfugl,Felte småvilt,2023-2024,0.0
Leikanger (-2019),Lirype,Felte småvilt,2023-2024,0.0
Leikanger (-2019),Fjellrype,Felte småvilt,2023-2024,0.0
Leikanger (-2019),Jerpe,Felte småvilt,2023-2024,0.0
Leikanger (-2019),Ringdue,Felte småvilt,2023-2024,0.0
Leikanger (-2019),Ravn,Felte småvilt,2023-2024,0.0
Leikanger (-2019),Kråke,Felte småvilt,2023-2024,0.0
Leikanger (-2019),Skjære,Felte småvilt,2023-2024,0.0
Leikanger (-2019),Nøtteskrike,Felte småvilt,2023-2024,0.0
Leikanger (-2019),Gråtrost,Felte småvilt,2023-2024,0.0
Leikanger (-2019),Fasan,Felte småvilt,2023-2024,0.0
Leikanger (-2019),Rugde,Felte småvilt,2023-2024,0.0
Leikanger (-2019),Enkeltbekkasin,Felte småvilt,2023-2024,0.0
Leikanger (-2019),Stokkand,Felte småvilt,2023-2024,0.0
Leikanger (-2019),Krikkand,Felte småvilt,2023-2024,0.0
Leikanger (-2019),Brunnakke,Felte småvilt,2023-2024,0.0
Leikanger (-2019),Kvinand,Felte småvilt,2023-2024,0.0
Leikanger (-2019),Siland,Felte småvilt,2023-2024,0.0
Leikanger (-2019),Toppand,Felte småvilt,2023-2024,0.0
Leikanger (-2019),Ærfugl,Felte småvilt,2023-2024,0.0
Leikanger (-2019),Laksand,Felte småvilt,2023-2024,0.0
Leikanger (-2019),Svartand,Felte småvilt,2023-2024,0.0
Leikanger (-2019),Knoppand/moskusand,Felte småvilt,2023-2024,0.0
Leikanger (-2019),Mandarinand,Felte småvilt,2023-2024,0.0
Leikanger (-2019),Stivhaleand,Felte småvilt,2023-2024,0.0
Leikanger (-2019),Grågås,Felte småvilt,2023-2024,0.0
Leikanger (-2019),Kanadagås,Felte småvilt,2023-2024,0.0
Leikanger (-2019),Kortnebbgås,Felte småvilt,2023-2024,0.0
Leikanger (-2019),Stripegås,Felte småvilt,2023-2024,0.0
Leikanger (-2019),Toppskarv,Felte småvilt,2023-2024,0.0
Leikanger (-2019),Storskarv,Felte småvilt,2023-2024,0.0
Leikanger (-2019),Bever,Felte småvilt,2023-2024,0.0
Leikanger (-2019),Bisam,Felte småvilt,2023-2024,0.0
Leikanger (-2019),Hare,Felte småvilt,2023-2024,0.0
Leikanger (-2019),Sørhare,Felte småvilt,2023-2024,0.0
Leikanger (-2019),Viltlevende kanin,Felte småvilt,2023-2024,0.0
Leikanger (-2019),Ekorn,Felte småvilt,2023-2024,0.0
Leikanger (-2019),Rødrev,Felte småvilt,2023-2024,0.0
Leikanger (-2019),Grevling,Felte småvilt,2023-2024,0.0
Leikanger (-2019),Villmink,Felte småvilt,2023-2024,0.0
Leikanger (-2019),Mår,Felte småvilt,2023-2024,0.0
Leikanger (-2019),Mårhund,Felte småvilt,2023-2024,0.0
Leikanger (-2019),Vaskebjørn,Felte småvilt,2023-2024,0.0
Leikanger (-2019),Røyskatt,Felte småvilt,2023-2024,0.0
Sogndal (-2019),I alt,Felte småvilt,2023-2024,0.0
Sogndal (-2019),Storfugl,Felte småvilt,2023-2024,0.0
Sogndal (-2019),Orrfugl,Felte småvilt,2023-2024,0.0
Sogndal (-2019),Lirype,Felte småvilt,2023-2024,0.0
Sogndal (-2019),Fjellrype,Felte småvilt,2023-2024,0.0
Sogndal (-2019),Jerpe,Felte småvilt,2023-2024,0.0
Sogndal (-2019),Ringdue,Felte småvilt,2023-2024,0.0
Sogndal (-2019),Ravn,Felte småvilt,2023-2024,0.0
Sogndal (-2019),Kråke,Felte småvilt,2023-2024,0.0
Sogndal (-2019),Skjære,Felte småvilt,2023-2024,0.0
Sogndal (-2019),Nøtteskrike,Felte småvilt,2023-2024,0.0
Sogndal (-2019),Gråtrost,Felte småvilt,2023-2024,0.0
Sogndal (-2019),Fasan,Felte småvilt,2023-2024,0.0
Sogndal (-2019),Rugde,Felte småvilt,2023-2024,0.0
Sogndal (-2019),Enkeltbekkasin,Felte småvilt,2023-2024,0.0
Sogndal (-2019),Stokkand,Felte småvilt,2023-2024,0.0
Sogndal (-2019),Krikkand,Felte småvilt,2023-2024,0.0
Sogndal (-2019),Brunnakke,Felte småvilt,2023-2024,0.0
Sogndal (-2019),Kvinand,Felte småvilt,2023-2024,0.0
Sogndal (-2019),Siland,Felte småvilt,2023-2024,0.0
Sogndal (-2019),Toppand,Felte småvilt,2023-2024,0.0
Sogndal (-2019),Ærfugl,Felte småvilt,2023-2024,0.0
Sogndal (-2019),Laksand,Felte småvilt,2023-2024,0.0
Sogndal (-2019),Svartand,Felte småvilt,2023-2024,0.0
Sogndal (-2019),Knoppand/moskusand,Felte småvilt,2023-2024,0.0
Sogndal (-2019),Mandarinand,Felte småvilt,2023-2024,0.0
Sogndal (-2019),Stivhaleand,Felte småvilt,2023-2024,0.0
Sogndal (-2019),Grågås,Felte småvilt,2023-2024,0.0
Sogndal (-2019),Kanadagås,Felte småvilt,2023-2024,0.0
Sogndal (-2019),Kortnebbgås,Felte småvilt,2023-2024,0.0
Sogndal (-2019),Stripegås,Felte småvilt,2023-2024,0.0
Sogndal (-2019),Toppskarv,Felte småvilt,2023-2024,0.0
Sogndal (-2019),Storskarv,Felte småvilt,2023-2024,0.0
Sogndal (-2019),Bever,Felte småvilt,2023-2024,0.0
Sogndal (-2019),Bisam,Felte småvilt,2023-2024,0.0
Sogndal (-2019),Hare,Felte småvilt,2023-2024,0.0
Sogndal (-2019),Sørhare,Felte småvilt,2023-2024,0.0
Sogndal (-2019),Viltlevende kanin,Felte småvilt,2023-2024,0.0
Sogndal (-2019),Ekorn,Felte småvilt,2023-2024,0.0
Sogndal (-2019),Rødrev,Felte småvilt,2023-2024,0.0
Sogndal (-2019),Grevling,Felte småvilt,2023-2024,0.0
Sogndal (-2019),Villmink,Felte småvilt,2023-2024,0.0
Sogndal (-2019),Mår,Felte småvilt,2023-2024,0.0
Sogndal (-2019),Mårhund,Felte småvilt,2023-2024,0.0
Sogndal (-2019),Vaskebjørn,Felte småvilt,2023-2024,0.0
Sogndal (-2019),Røyskatt,Felte småvilt,2023-2024,0.0
Aurland (-2019),I alt,Felte småvilt,2023-2024,0.0
Aurland (-2019),Storfugl,Felte småvilt,2023-2024,0.0
Aurland (-2019),Orrfugl,Felte småvilt,2023-2024,0.0
Aurland (-2019),Lirype,Felte småvilt,2023-2024,0.0
Aurland (-2019),Fjellrype,Felte småvilt,2023-2024,0.0
Aurland (-2019),Jerpe,Felte småvilt,2023-2024,0.0
Aurland (-2019),Ringdue,Felte småvilt,2023-2024,0.0
Aurland (-2019),Ravn,Felte småvilt,2023-2024,0.0
Aurland (-2019),Kråke,Felte småvilt,2023-2024,0.0
Aurland (-2019),Skjære,Felte småvilt,2023-2024,0.0
Aurland (-2019),Nøtteskrike,Felte småvilt,2023-2024,0.0
Aurland (-2019),Gråtrost,Felte småvilt,2023-2024,0.0
Aurland (-2019),Fasan,Felte småvilt,2023-2024,0.0
Aurland (-2019),Rugde,Felte småvilt,2023-2024,0.0
Aurland (-2019),Enkeltbekkasin,Felte småvilt,2023-2024,0.0
Aurland (-2019),Stokkand,Felte småvilt,2023-2024,0.0
Aurland (-2019),Krikkand,Felte småvilt,2023-2024,0.0
Aurland (-2019),Brunnakke,Felte småvilt,2023-2024,0.0
Aurland (-2019),Kvinand,Felte småvilt,2023-2024,0.0
Aurland (-2019),Siland,Felte småvilt,2023-2024,0.0
Aurland (-2019),Toppand,Felte småvilt,2023-2024,0.0
Aurland (-2019),Ærfugl,Felte småvilt,2023-2024,0.0
Aurland (-2019),Laksand,Felte småvilt,2023-2024,0.0
Aurland (-2019),Svartand,Felte småvilt,2023-2024,0.0
Aurland (-2019),Knoppand/moskusand,Felte småvilt,2023-2024,0.0
Aurland (-2019),Mandarinand,Felte småvilt,2023-2024,0.0
Aurland (-2019),Stivhaleand,Felte småvilt,2023-2024,0.0
Aurland (-2019),Grågås,Felte småvilt,2023-2024,0.0
Aurland (-2019),Kanadagås,Felte småvilt,2023-2024,0.0
Aurland (-2019),Kortnebbgås,Felte småvilt,2023-2024,0.0
Aurland (-2019),Stripegås,Felte småvilt,2023-2024,0.0
Aurland (-2019),Toppskarv,Felte småvilt,2023-2024,0.0
Aurland (-2019),Storskarv,Felte småvilt,2023-2024,0.0
Aurland (-2019),Bever,Felte småvilt,2023-2024,0.0
Aurland (-2019),Bisam,Felte småvilt,2023-2024,0.0
Aurland (-2019),Hare,Felte småvilt,2023-2024,0.0
Aurland (-2019),Sørhare,Felte småvilt,2023-2024,0.0
Aurland (-2019),Viltlevende kanin,Felte småvilt,2023-2024,0.0
Aurland (-2019),Ekorn,Felte småvilt,2023-2024,0.0
Aurland (-2019),Rødrev,Felte småvilt,2023-2024,0.0
Aurland (-2019),Grevling,Felte småvilt,2023-2024,0.0
Aurland (-2019),Villmink,Felte småvilt,2023-2024,0.0
Aurland (-2019),Mår,Felte småvilt,2023-2024,0.0
Aurland (-2019),Mårhund,Felte småvilt,2023-2024,0.0
Aurland (-2019),Vaskebjørn,Felte småvilt,2023-2024,0.0
Aurland (-2019),Røyskatt,Felte småvilt,2023-2024,0.0
Lærdal (-2019),I alt,Felte småvilt,2023-2024,0.0
Lærdal (-2019),Storfugl,Felte småvilt,2023-2024,0.0
Lærdal (-2019),Orrfugl,Felte småvilt,2023-2024,0.0
Lærdal (-2019),Lirype,Felte småvilt,2023-2024,0.0
Lærdal (-2019),Fjellrype,Felte småvilt,2023-2024,0.0
